expenditure_date,payee_name,payee_clean,address,payee_type,amount,committee_name,expense_category,expense_purpose,expense_toward,expense_method,vendor,fundtype,comments,x
11/3/2021,Actblue,366 Summer St  Somerville  Massachusetts 02144,Non-Profit Organization,12.6800,Ali  Saqib Friends of,Fund Raiser,Credit Card Service Processing Charges,,EFT,Vantiv,Electoral,,
11/9/2021,Actblue,366 Summer St  Somerville  Massachusetts 02144,Non-Profit Organization,24.7500,Ali  Saqib Friends of,Fund Raiser,Credit Card Service Processing Charges,,EFT,Vantiv,Electoral,,
12/3/2021,Actblue,366 Summer St  Somerville  Massachusetts 02144,Non-Profit Organization,114.0100,Ali  Saqib Friends of,Fund Raiser,Credit Card Service Processing Charges,,EFT,Vantiv,Electoral,,
12/9/2021,Actblue,366 Summer St  Somerville  Massachusetts 02144,Non-Profit Organization,173.1500,Ali  Saqib Friends of,Fund Raiser,Credit Card Service Processing Charges,,EFT,Vantiv,Electoral,,
1/5/2022,Actblue,366 Summer St  Somerville  Massachusetts 02144,Non-Profit Organization,254.3600,Ali  Saqib Friends of,Fund Raiser,Credit Card Service Processing Charges,,EFT,Vantiv,Electoral,,
1/11/2022,Actblue,366 Summer St  Somerville  Massachusetts 02144,Non-Profit Organization,528.0600,Ali  Saqib Friends of,Fund Raiser,Credit Card Service Processing Charges,,EFT,Vantiv,Electoral,,
8/18/2021,UrbanReads,3008 Greenmount Ave  Baltimore  Maryland 21218,Business/Group/Organization,15.0000,Ali  Saqib Friends of,Fund Raiser,Event or Fair Booth Expenses,,Debit Card,,Electoral,,
8/18/2021,Howard County Muslim Council,9820 Patuxent Woods Drive  Columbia  Maryland 21046,Non-Profit Organization,12.2400,Ali  Saqib Friends of,Fund Raiser,Event or Fair Booth Expenses,,Debit Card,,Electoral,,
9/16/2021,Montgomery County Young Democrats,7324  Gold Ring Terrace  Derwood  Maryland 20855,Political Club,28.1600,Ali  Saqib Friends of,Fund Raiser,Event or Fair Booth Expenses,,Debit Card,,Electoral,,
9/21/2021,Montgomery County Democratic Central Committee,12320 Parklawn Drive  Suite 210  Rockville  Maryland 20852,Party Central,220.0000,Ali  Saqib Friends of,Fund Raiser,Event or Fair Booth Expenses,,Debit Card,,Electoral,,
10/26/2021,The Citizens Foundation,2900 Wilcrest Drive  #225  Houston  Texas 77042,Non-Profit Organization,200.0000,Ali  Saqib Friends of,Fund Raiser,Event or Fair Booth Expenses,,Debit Card,,Electoral,,
10/31/2021,Shaukat Khanum Memorial Hospital,PO Box 786  66 Little Horton Lane
Bradford  BD5 0YE  PAKISTAN,Non-Profit Organization,200.0000,Ali  Saqib Friends of,Fund Raiser,Event or Fair Booth Expenses,,Debit Card,,Electoral,,
1/15/2021,Academy of Muslim Achievement,1629 K St NW  #300  Washington  District Of Columbia 20006,Non-Profit Organization,154.5000,Ali  Saqib Friends of,Fund Raiser,Event or Fair Booth Expenses,,Debit Card,,Electoral,,
1/15/2021,Academy of Muslim Achievement,1629 K St NW  #300  Washington  District Of Columbia 20006,Non-Profit Organization,100.0000,Ali  Saqib Friends of,Fund Raiser,Event or Fair Booth Expenses,,Debit Card,,Electoral,,
3/9/2021,ActBlue,P.O. Box 441146  Somerville  Massachusetts 02144,Business/Group/Organization,0.5000,Allegany County Democratic Central Committee,Other Expenses,Credit Card Service Processing Charges,,EFT,,Electoral,,
5/22/2021,NAACP Branch 7007,PO Box 623  Cumberland  Maryland 21502,Business/Group/Organization,100.0000,Allegany County Democratic Central Committee,Printing and Campaign Materials,Book/Brochure Advertising,,Check,,Electoral,,
6/9/2021,ActBlue,P.O. Box 441146  Somerville  Massachusetts 02144,Business/Group/Organization,0.8500,Allegany County Democratic Central Committee,Other Expenses,Credit Card Service Processing Charges,,EFT,,Electoral,,
7/9/2021,ActBlue,P.O. Box 441146  Somerville  Massachusetts 02144,Business/Group/Organization,0.5000,Allegany County Democratic Central Committee,Other Expenses,Credit Card Service Processing Charges,,EFT,,Electoral,,
8/10/2021,ActBlue,P.O. Box 441146  Somerville  Massachusetts 02144,Business/Group/Organization,1.3000,Allegany County Democratic Central Committee,Other Expenses,Credit Card Service Processing Charges,,EFT,,Electoral,,
8/25/2021,Allegany County Historical Society,218 Washington Street  Cumberland  Maryland 21502,Business/Group/Organization,50.0000,Allegany County Democratic Central Committee,Field Expenses,Event or Fair Booth Expenses,,EFT,,Electoral,,
9/9/2021,ActBlue,P.O. Box 441146  Somerville  Massachusetts 02144,Business/Group/Organization,0.8000,Allegany County Democratic Central Committee,Other Expenses,Credit Card Service Processing Charges,,EFT,,Electoral,,
9/12/2021,Maryland SBE,151 West Street  Suite 200  Annapolis  Maryland 21401,Business/Group/Organization,300.0000,Allegany County Democratic Central Committee,Other Expenses,Civil Penalty,,Check,,Electoral,,
10/12/2021,ActBlue,P.O. Box 441146  Somerville  Massachusetts 02144,Business/Group/Organization,0.8000,Allegany County Democratic Central Committee,Other Expenses,Credit Card Service Processing Charges,,EFT,,Electoral,,
11/9/2021,ActBlue,P.O. Box 441146  Somerville  Massachusetts 02144,Business/Group/Organization,1.3000,Allegany County Democratic Central Committee,Other Expenses,Credit Card Service Processing Charges,,EFT,,Electoral,,
12/9/2021,ActBlue,P.O. Box 441146  Somerville  Massachusetts 02144,Business/Group/Organization,1.3000,Allegany County Democratic Central Committee,Other Expenses,Credit Card Service Processing Charges,,EFT,,Electoral,,
1/11/2022,ActBlue,P.O. Box 441146  Somerville  Massachusetts 02144,Business/Group/Organization,1.3000,Allegany County Democratic Central Committee,Other Expenses,Credit Card Service Processing Charges,,EFT,,Electoral,,
7/5/2022,County Fast Printing,8813 Walkermill Road  Capitol Hts  Maryland 20743,Business/Group/Organization,276.0000,Gibson  Elliott Friends of,Printing and Campaign Materials,Printing - Brochures,,Credit Card/MasterCard,,Electoral,,
7/8/2022,VH Signs,8201 Penn Randall Place  Upper Marlboro  Maryland 20772,Business/Group/Organization,170.0000,Gibson  Elliott Friends of,Printing and Campaign Materials,Printing - Yard Signs,,Credit Card/MasterCard,,Electoral,,
7/15/2022,VH Signs,8201  Penn Randall Place  Upper Marlboro  Maryland 20772,Business/Group/Organization,52.0000,Gibson  Elliott Friends of,Printing and Campaign Materials,Printing - Yard Signs,,Credit Card/MasterCard,,Electoral,,
7/15/2022,U.S. Postal Service,14605 Elm Street  Upper Marlboro  Maryland 20772,Business/Group/Organization,138.0000,Gibson  Elliott Friends of,Rent and Other Office expenses,Office Supplies,,Credit Card/MasterCard,,Electoral,,
7/20/2022,Maryland Board of Elections,151 West Street  Annapolis  Maryland 21401,Business/Group/Organization,290.0000,Gibson  Elliott Friends of,Salaries and Other compensation,Legal Fees - Compliance/Administrative,,Credit Card/MasterCard,,Electoral,MARYLAND BOARD OF ELECTIONS LATE REPORT  FEE ASSESSED LATE FILING,
7/30/2022,Campaign Partner,1775  Tysons Blvd  Tysons Corner  Virginia 22102,Business/Group/Organization,49.0000,Gibson  Elliott Friends of,Other Expenses,Online Advertising,,Credit Card/MasterCard,,Electoral,CAMPAIGN PARTNERS MANAGED THE CAMPAIGN WEB SITE,
9/19/2021,Grills on wheels,24003 Friendship Rd  Baton rogue  Louisiana 70808,Business/Group/Organization,1700.0000,Talbot County Republican Central Committee,Fund Raiser,Fundraiser - Food & Beverage,,Check,,Electoral,catering,
9/16/2021,A-1 sanitation,1009 River Road  New Castle  Delaware 19720,Business/Group/Organization,233.2000,Talbot County Republican Central Committee,Fund Raiser,Fundraiser - Hall /Venue Rental,,Check,,Electoral,sanitation,
9/17/2021,Paul Bergere,2196 Quail Run Dr  Baton rogue  Louisiana 70808,Individual,451.0000,Talbot County Republican Central Committee,Fund Raiser,Fundraiser -General Expenses,,Check,,Electoral,event items,
7/28/2021,Anedot,5555 hitlon ave  Baton rogue  Louisiana 70808,Business/Group/Organization,19.2000,Talbot County Republican Central Committee,Other Expenses,Bank Charges,,EFT,,Electoral,bank fee,
8/3/2021,Anedot,5555 hitlon ave  Baton rogue  Louisiana 70808,Business/Group/Organization,6.3000,Talbot County Republican Central Committee,Other Expenses,Bank Charges,,EFT,,Electoral,bank fee,
8/10/2021,Anedot,5555 hitlon ave  Baton rogue  Louisiana 70808,Business/Group/Organization,8.6000,Talbot County Republican Central Committee,Other Expenses,Bank Charges,,EFT,,Electoral,bank fee,
2/20/2021,United States Postal Service,201 E. Patrick St.  Frederick  Maryland 21701,Business/Group/Organization,204.0000,Young  Ron Friends of,Other Expenses,Other,,Debit Card,,Electoral,PO Box rent,
3/1/2021,Wix.com,500 Terry A. Francois Blvd.  San Francisco  California 94158,Business/Group/Organization,216.0000,Young  Ron Friends of,Media,Media - Website Development,,Debit Card,,Electoral,Website,
3/16/2021,Wix.com,500 Terry A. Francois Blvd.  San Francisco  California 94158,Business/Group/Organization,47.7000,Young  Ron Friends of,Media,Media - Website Development,,Debit Card,,Electoral,Website,
5/22/2021,Lewis Young  Karen Friends of,227 E. Fifth Street  Frederick  Maryland 21701,Candidate Committee,500.0000,Young  Ron Friends of,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,,Check,,Electoral,,
7/6/2021,Wix.com,500 Terry A. Francois Blvd.  San Francisco  California 94158,Business/Group/Organization,47.7000,Young  Ron Friends of,Media,Media - Website Development,,Debit Card,,Electoral,Website,
7/24/2021,Lierman  Brooke for Maryland,4543 Kingscup Court  Ellicott City  Maryland 21042,Candidate Committee,200.0000,Young  Ron Friends of,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,,Check,,Electoral,,
7/26/2021,Kuzemchak Campaign,1493 W Ninth St  Frederick  Maryland 21702,Business/Group/Organization,100.0000,Young  Ron Friends of,Other Expenses,Other,,Check,,Electoral,Fundraiser for city candidate,
10/4/2021,Wix.com,500 Terry A. Francois Blvd.  San Francisco  California 94158,Business/Group/Organization,156.0000,Young  Ron Friends of,Media,Media - Website Development,,Debit Card,,Electoral,,
11/13/2021,Kerr  Ken Friends of,7412 Skyline Dr  Frederick  Maryland 21702,Candidate Committee,500.0000,Young  Ron Friends of,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,,Check,,Electoral,,
11/13/2021,Fitzwater  Jessica Friends of,P.O. Box 3574  Frederick  Maryland 21705,Candidate Committee,500.0000,Young  Ron Friends of,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,,Check,,Electoral,,
11/13/2021,Heather Mizeur for Congress,PO BOX 786  Chestertown  Maryland 21620,Federal Committee,500.0000,Young  Ron Friends of,Other Expenses,Contribution to federal committee,,Check,,Electoral,,
11/13/2021,Frederick County Democratic Central Committee,16 W. Thirteenth Street  Frederick  Maryland 21701,Party Central,500.0000,Young  Ron Friends of,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,,Check,,Electoral,,
8/17/2021,Anedot,5555 hitlon ave  Baton rogue  Louisiana 70808,Business/Group/Organization,10.6000,Talbot County Republican Central Committee,Other Expenses,Bank Charges,,EFT,,Electoral,bank fee,
12/2/2021,Rosapepe  Jim Friends Of,8209 Water Lily Way  Laurel  Maryland 20724,Candidate Committee,100.0000,Young  Ron Friends of,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,,Check,,Electoral,,
12/2/2021,Hettleman  Shelly Friends of,254 Grange Hall Drive  Gaithersburg  Maryland 20877,Candidate Committee,100.0000,Young  Ron Friends of,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,,Check,,Electoral,,
12/4/2021,Jamie Raskin for Congress,PO Box 5418  Takoma Park  Maryland 20913,Federal Committee,250.0000,Young  Ron Friends of,Other Expenses,Contribution to federal committee,,Check,,Electoral,,
2/1/2021,Raise the Money  Inc.,P.O. Box 26466  Little Rock  Arkansas 72221,Business/Group/Organization,2.4600,Citizens Above Partisanship PAC,Other Expenses,Credit Card Service Processing Charges,,EFT,,Electoral,,
2/10/2021,WordPress.com,60 29th Street #343  San Francisco  California 94110,Business/Group/Organization,66.0000,Citizens Above Partisanship PAC,Media,Media - Website Development,,Debit Card,,Electoral,,
2/23/2021,Raise the Money  Inc.,P.O. Box 26466  Little Rock  Arkansas 72221,Business/Group/Organization,3.6900,Citizens Above Partisanship PAC,Other Expenses,Credit Card Service Processing Charges,,EFT,,Electoral,,
5/16/2021,Mailchimp,c/o the rocket science group llc  675 pence de Leon Ave ne  suite 5000  Atlanta  Georgia 30308,Business/Group/Organization,9.5300,Citizens Above Partisanship PAC,Media,Online Advertising,,Debit Card,,Electoral,,
5/19/2021,the city of Hagerstown,dept of community & economic dev  14 n Potomac st  #200A  Hagerstown  Maryland 21740,Business/Group/Organization,100.0000,Citizens Above Partisanship PAC,Field Expenses,Event or Fair Booth Expenses,,Check,,Electoral,,
5/18/2021,Intact insurance entertainment,505 n brand blvd  suite 1250  Glendale  California 91203,Business/Group/Organization,103.0000,Citizens Above Partisanship PAC,Field Expenses,Event or Fair Booth Expenses,,Debit Card,,Electoral,,
6/18/2021,Mailchimp,c/o the rocket science group llc  675 pence de Leon Ave ne  suite 5000  Atlanta  Georgia 30308,Business/Group/Organization,10.5900,Citizens Above Partisanship PAC,Media,Online Advertising,,Debit Card,,Electoral,,
7/19/2021,Mailchimp,c/o the rocket science group llc  675 pence de Leon Ave ne  suite 5000  Atlanta  Georgia 30308,Business/Group/Organization,10.5900,Citizens Above Partisanship PAC,Media,Online Advertising,,Debit Card,,Electoral,,
8/17/2021,Mailchimp,c/o the rocket science group llc  675 pence de Leon Ave ne  suite 5000  Atlanta  Georgia 30308,Business/Group/Organization,10.5900,Citizens Above Partisanship PAC,Media,Online Advertising,,Debit Card,,Electoral,,
9/6/2021,Leitersburg Ruritan,21427 Leiter St  Hagerstown  Maryland 21742,Business/Group/Organization,100.0000,Citizens Above Partisanship PAC,Field Expenses,Event or Fair Booth Expenses,,Check,,Electoral,,
9/16/2021,Mailchimp,c/o the rocket science group llc  675 pence de Leon Ave ne  suite 5000  Atlanta  Georgia 30308,Business/Group/Organization,10.5900,Citizens Above Partisanship PAC,Media,Online Advertising,,Debit Card,,Electoral,,
10/18/2021,Mailchimp,c/o the rocket science group llc  675 pence de Leon Ave ne  suite 5000  Atlanta  Georgia 30308,Business/Group/Organization,10.5900,Citizens Above Partisanship PAC,Media,Online Advertising,,Debit Card,,Electoral,,
11/17/2021,Mailchimp,c/o the rocket science group llc  675 pence de Leon Ave ne  suite 5000  Atlanta  Georgia 30308,Business/Group/Organization,10.5900,Citizens Above Partisanship PAC,Media,Online Advertising,,Debit Card,,Electoral,,
12/17/2021,Mailchimp,c/o the rocket science group llc  675 pence de Leon Ave ne  suite 5000  Atlanta  Georgia 30308,Business/Group/Organization,10.5900,Citizens Above Partisanship PAC,Media,Online Advertising,,Debit Card,,Electoral,,
5/3/2021,Paragon Payment Solutions,1101 Connecticut Ave  NW  Ste 450  Washington  Maryland 20036-4359,Business/Group/Organization,22.5000,Montgomery County Democratic Central Committee,Other Expenses,Credit Card Service Processing Charges,,EFT,,Electoral,,
4/2/2021,Paragon Payment Solutions,1101 Connecticut Ave  NW  Ste 450  Washington  Maryland 20036-4359,Business/Group/Organization,22.5000,Montgomery County Democratic Central Committee,Other Expenses,Credit Card Service Processing Charges,,EFT,,Electoral,,
3/1/2021,Paragon Payment Solutions,1101 Connecticut Ave  NW  Ste 450  Washington  Maryland 20036-4359,Business/Group/Organization,2.5000,Montgomery County Democratic Central Committee,Other Expenses,Credit Card Service Processing Charges,,EFT,,Electoral,,
2/1/2021,Paragon Payment Solutions,1101 Connecticut Ave  NW  Ste 450  Washington  Maryland 20036-4359,Business/Group/Organization,2.5000,Montgomery County Democratic Central Committee,Other Expenses,Credit Card Service Processing Charges,,EFT,,Electoral,,
1/11/2022,Vantiv,8500 Governor’s Hill Dr  Symmes Township  Ohio 45249,Business/Group/Organization,49.3100,Holt Streeter  Barbara Friends of,Fund Raiser,Credit Card Service Processing Charges,,EFT,,Electoral,,
12/9/2021,Bi-County Business Roundtable,12138 Central Avenue  Ste 157  Mitchellville  Maryland 20721,Business/Group/Organization,150.0000,Holt Streeter  Barbara Friends of,Field Expenses,Meeting Expenses,,Debit Card,,Electoral,,
4/18/2022,Timsco Graphics,5300 Beech PI  Temple Hills  Maryland 20748,Business/Group/Organization,398.0000,Wikner  Ben for County Council D7,Printing and Campaign Materials,Graphic Design,,Debit Card,,Electoral,,
4/28/2022,United States Postal Service - Washington Grove,111 Washington Grove Ln  Washington Grove  Maryland 20880,Business/Group/Organization,870.0000,Wikner  Ben for County Council D7,Postage,Postage,,Debit Card,,Electoral,,
5/1/2022,Zoom,55 Almaden Blvd  San Jose  California 95113,Business/Group/Organization,14.9900,Wikner  Ben for County Council D7,Purchase of Equipment,IT - Campaign Software,,Debit Card,,Electoral,,
5/2/2022,NGP VAN  Inc.,655 15th St NW  Suite 650  Washington  District Of Columbia 20005,Business/Group/Organization,159.0000,Wikner  Ben for County Council D7,Purchase of Equipment,IT - Campaign Software,,Debit Card,,Electoral,,
5/2/2022,Paragon,2141 East Broadway Rd  STE 202  Tempe  Arizona 85282,Business/Group/Organization,93.6400,Wikner  Ben for County Council D7,Other Expenses,Credit Card Service Processing Charges,,Debit Card,,Electoral,,
6/4/2022,Anedot,5555 Hilton Ave.  Baton Rouge  Louisiana 70808,Business/Group/Organization,2.3000,Arias  Ashley Friends of,Other Expenses,Credit Card Service Processing Charges,,Debit Card,,Electoral,,
10/27/2021,Amazon,410 Terry Ave.  N Seattle  Washington 98109,Business/Group/Organization,126.1400,Bhandari  Harry (H.B.) Friends of,Other Expenses,Other,,Debit Card,,Electoral,PrimePsubscription fees,
9/7/2021,Sams Club,6410 Petrie Way Rd  Baltimore  Maryland 21237,Business/Group/Organization,238.4600,Bhandari  Harry (H.B.) Friends of,Other Expenses,Other,,Debit Card,,Electoral,Tent for fair/early voting,
1/3/2022,BRTNepal LLC,22821 E Union Cir  Aurora  Colorado 80015,Business/Group/Organization,50.0000,Bhandari  Harry (H.B.) Friends of,Direct Mailing by Mail House (R),Consulting Fees - Media,,EFT,,Electoral,,
1/4/2022,Enepalese,3012 Virginia Dare Ct  Chantilly  Virginia 20151,Business/Group/Organization,100.0000,Bhandari  Harry (H.B.) Friends of,Direct Mailing by Mail House (R),Consulting Fees - Media,,Check,,Electoral,,
11/8/2021,Manley Paul Calhoun III,311 Willow Avenue  Baltimore  Maryland 21236,Individual,400.0000,Bhandari  Harry (H.B.) Friends of,Field Expenses,Consultant Fees- Campaign workers,,Check,,Electoral,,
11/8/2021,Manley Paul Calhoun III,311 Willow Avenue  Baltimore  Maryland 21236,Individual,448.0000,Bhandari  Harry (H.B.) Friends of,Field Expenses,Consultant Fees- Campaign workers,,Check,,Electoral,,
8/31/2021,Country Club at Woodmore,12320 Pleasant Prospect  Mitchellville  Maryland 20721,Business/Group/Organization,1950.1200,Holt Streeter  Barbara Friends of,Fund Raiser,Fundraiser - Food & Beverage,,Debit Card,,Electoral,,
9/1/2021,Suntrust,P.O. Box 305183  Nashville  Tennessee 37230-5183,Business/Group/Organization,32.9500,Holt Streeter  Barbara Friends of,Other Expenses,Other,,Debit Card,,Electoral,Ordered campaign checks,
8/31/2021,That’s A Rap Video,12927 Dunkirk Drive  Upper Marlboro  Maryland 20772,Business/Group/Organization,450.0000,Holt Streeter  Barbara Friends of,Other Expenses,Videos,,Debit Card,,Electoral,,
8/16/2021,Color Marketing Graphics and Printing  LLC,1441 McCormick Drive  Ste 1000  Upper Marlboro  Maryland 20774,Business/Group/Organization,180.1800,Holt Streeter  Barbara Friends of,Printing and Campaign Materials,Printing Give away items (buttons bumper stickers t-shirts),,Debit Card,,Electoral,,
9/3/2021,Color Marketing Graphics and Printing  LLC,1441 McCormick Drive  Ste 1000  Upper Marlboro  Maryland 20774,Business/Group/Organization,1659.6800,Holt Streeter  Barbara Friends of,Printing and Campaign Materials,Printing - Yard Signs,,Debit Card,,Electoral,,
11/4/2021,That’s A Rap Video,12927 Dunkirk Drive  Upper Marlboro  Maryland 20772,Business/Group/Organization,175.0000,Holt Streeter  Barbara Friends of,Other Expenses,Other,,Debit Card,,Electoral,Campaign photos,
11/22/2021,Royal Ackee,P.O. Box 1271  Bowie  Maryland 20718,Business/Group/Organization,500.0000,Holt Streeter  Barbara Friends of,Fund Raiser,Fundraiser - Food & Beverage,,Debit Card,,Electoral,,
9/21/2021,Color Marketing Graphics and Printing  LLC,1441 McCormick Drive  Ste 1000  Upper Marlboro  Maryland 20774,Business/Group/Organization,66.2500,Holt Streeter  Barbara Friends of,Printing and Campaign Materials,Printing - Brochures,,Debit Card,,Electoral,,
12/30/2021,Color Marketing Graphics and Printing  LLC,1441 McCormick Drive  Ste 1000  Upper Marlboro  Maryland 20774,Business/Group/Organization,83.7400,Holt Streeter  Barbara Friends of,Printing and Campaign Materials,Printing - Brochures,,Debit Card,,Electoral,,
9/22/2021,Friends of Angela Alsobrooks,P.O. Box 6058  Largo  Maryland 20792,Business/Group/Organization,90.0000,Holt Streeter  Barbara Friends of,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,,Debit Card,,Electoral,,
9/22/2021,Hoyer for Congress,4201 Northview Blvd  Ste 307  Bowie  Maryland 20716,Business/Group/Organization,70.0000,Holt Streeter  Barbara Friends of,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,,Debit Card,,Electoral,,
12/3/2021,Paul Jones,12800 Lusbys Lane  Brandywine  Maryland 20613,Business/Group/Organization,350.0000,Holt Streeter  Barbara Friends of,Fund Raiser,Fundraiser - Entertainment,,Debit Card,,Electoral,,
10/19/2021,Capital Consultants,996 Maine Ave SW  Ste 306  Washington  District Of Columbia 20024,Business/Group/Organization,40.0000,Holt Streeter  Barbara Friends of,Printing and Campaign Materials,Graphic Design,,Debit Card,,Electoral,,
11/12/2021,Capital Consultants,996 Maine Ave SW  Ste 306  Washington  District Of Columbia 20024,Business/Group/Organization,125.0000,Holt Streeter  Barbara Friends of,Printing and Campaign Materials,Graphic Design,,Debit Card,,Electoral,,
11/24/2021,Capital Consultants,996 Maine Ave SW  Ste 306  Washington  District Of Columbia 20024,Business/Group/Organization,50.0000,Holt Streeter  Barbara Friends of,Printing and Campaign Materials,Graphic Design,,Debit Card,,Electoral,,
11/18/2021,Capital Consultants,996 Maine Ave SW  Ste 306  Washington  District Of Columbia 20024,Business/Group/Organization,125.0000,Holt Streeter  Barbara Friends of,Printing and Campaign Materials,Graphic Design,,Debit Card,,Electoral,,
11/3/2021,The UPS Store,12138 Central Ave  Unit 777  Bowie  Maryland 20721,Business/Group/Organization,150.0000,Holt Streeter  Barbara Friends of,Field Expenses,Other,,Debit Card,,Electoral,Fee for campaign post office box,
1/4/2022,McCray  Cory Friends of,P.O. Box 18741  Baltimore  Maryland 21206,Candidate Committee,100.0000,Turner  Frank S. Committee To Elect To The House of Del,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,,Check,,Electoral,,
10/21/2021,Lierman  Brooke for Maryland,4543 Kingscup Court  Ellicott City  Maryland 21042,Candidate Committee,100.0000,Turner  Frank S. Committee To Elect To The House of Del,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,,Check,,Electoral,,
10/7/2021,Mississippi Center for Justice,7900 Michael Drive  Lake Cormorant  Mississippi 38641,Business/Group/Organization,200.0000,Turner  Frank S. Committee To Elect To The House of Del,Other Expenses,Other,,Check,,Electoral,a contribution made to Les McLemore,
1/12/2022,Paypal,PO Box 45950  Omaha  Nebraska 68145,Business/Group/Organization,53.0100,Bodden  Leigh For The People,Other Expenses,Credit Card Service Processing Charges,,EFT,,Electoral,,
11/30/2021,Paypal,PO Box 45950  Omaha  Nebraska 68145,Business/Group/Organization,43.7100,Bodden  Leigh For The People,Other Expenses,Credit Card Service Processing Charges,,EFT,,Electoral,,
10/31/2021,Paypal,PO Box 45950  Omaha  Nebraska 68145,Business/Group/Organization,56.5100,Bodden  Leigh For The People,Other Expenses,Credit Card Service Processing Charges,,EFT,,Electoral,,
6/7/2022,Stripe,185 Berry Street  Suite 550  San Francisco  California 94107,Business/Group/Organization,127.5200,Coll  Valerie Friends of,Fund Raiser,Credit Card Service Processing Charges,,EFT,,Electoral,,
5/27/2022,Wix.com,500 Terry A Francois Boulevard Sixth Floor  San Francisco  California 94158,Business/Group/Organization,9.9000,Coll  Valerie Friends of,Media,Media - Website Development,,Debit Card,,Electoral,,
5/27/2022,Wix.com,500 Terry A Francois Boulevard Sixth Floor  San Francisco  California 94158,Business/Group/Organization,171.7200,Coll  Valerie Friends of,Media,Media - Website Development,,Debit Card,,Electoral,,
2/10/2022,Brand Market Pro,202 Taurus Drive  Suite X  Fort Washington  Maryland 20744,Business/Group/Organization,525.0000,Brooks  Benjamin Friends of,Other Expenses,Other,,EFT,,Electoral,Website,
2/22/2022,Clea Event Productions,11622 Amaralles Drive  Reisterstown  Maryland 21136,Business/Group/Organization,1440.0000,Brooks  Benjamin Friends of,Media,Media - Website Development,,Check,,Electoral,,
3/7/2022,Brand Market Pro,202 Taurus Drive  Suite X  Fort Washington  Maryland 20744,Business/Group/Organization,100.0000,Brooks  Benjamin Friends of,Media,Media - Website Development,,EFT,,Electoral,Website,
3/22/2022,Clea Event Productions,11622 Amaralles Drive  Reisterstown  Maryland 21136,Business/Group/Organization,1440.0000,Brooks  Benjamin Friends of,Media,Media - Website Development,,Check,,Electoral,,
5/3/2022,Kenny Brown PC,PO Box 47266  Windsor Mill  Maryland 21244,Business/Group/Organization,3946.6800,Brooks  Benjamin Friends of,Fund Raiser,Consulting Fees - General,,Check,,Electoral,,
5/26/2022,Democratic State Central Committee Of Maryland,275 West Street  Suite 70  Annapolis  Maryland 21401,Party Central,2500.0000,Brooks  Benjamin Friends of,Other Expenses,Other,,Check,,Electoral,Bronze Sponsor - 2022 Gala,
5/17/2022,ActBlue,366 Summer Street  Somerville  Massachusetts 02144,Business/Group/Organization,13.4100,Brooks  Benjamin Friends of,Fund Raiser,Credit Card Service Processing Charges,,EFT,,Electoral,,
5/18/2022,ActBlue,366 Summer Street  Somerville  Massachusetts 02144,Business/Group/Organization,73.3000,Brooks  Benjamin Friends of,Fund Raiser,Credit Card Service Processing Charges,,EFT,,Electoral,,
5/19/2022,ActBlue,366 Summer Street  Somerville  Massachusetts 02144,Business/Group/Organization,2.0800,Brooks  Benjamin Friends of,Fund Raiser,Credit Card Service Processing Charges,,EFT,,Electoral,,
5/21/2022,ActBlue,366 Summer Street  Somerville  Massachusetts 02144,Business/Group/Organization,7.6300,Brooks  Benjamin Friends of,Fund Raiser,Credit Card Service Processing Charges,,EFT,,Electoral,,
6/6/2022,PayPal,1840 Embarcadero Rd  Pala Alto  Maryland 94303,Business/Group/Organization,4.9700,Brooks  Benjamin Friends of,Fund Raiser,Credit Card Service Processing Charges,,EFT,,Electoral,,
6/6/2022,PayPal,1840 Embarcadero Rd  Pala Alto  Maryland 94303,Business/Group/Organization,3.3800,Brooks  Benjamin Friends of,Fund Raiser,Credit Card Service Processing Charges,,EFT,,Electoral,,
8/17/2022,LARRY EDWARD  EDMONDS,2401 Briggs Chaney Rd  Silver Spring  Maryland 20905,Self (Candidate),0.0000,Edmonds  Larry Friends of,Interest,,,,,Electoral,,
4/4/2022,NGP VAN  Inc.,1101 15th St NW  Ste 500  Washington  District Of Columbia 20005,Business/Group/Organization,798.7000,Bates  Ivan Friends of,Other Expenses,Credit Card Service Processing Charges,,EFT,,Electoral,,
4/4/2022,ActBlue,366 Summer Street  Sommerville  Massachusetts 02144,Business/Group/Organization,156.6100,Bates  Ivan Friends of,Other Expenses,Credit Card Service Processing Charges,,EFT,,Electoral,,
4/6/2022,Google Services Apps,1600 Amphitheatre Pkwy  Mountain View  California 94043,Business/Group/Organization,38.1600,Bates  Ivan Friends of,Other Expenses,Other,,EFT,,Electoral,GSuite,
